0,1,2,3,4
134,-0.016666667,0,not incel,"UK prison overcrowded, american prison are, stop american judg give stupidli long sentenc nonviol crimes."
135,-0.714285714,0,incel,person sick
136,0,0,not incel,world beyond saving.
137,-0.725,1,incel,I smell dumb $hit. oh stupid post.. moron!
138,0,0,not incel,imagin world life could potenti ruin - chad touch woman arm.
139,0.0375,0,not incel,"it?? unfair, I I would go jail ""he hot"" it?? okay."
140,0,0,not incel,"woman say this, demand charg show initiative, touch even kiss her."
141,-0.066666667,0,not incel,societi jail long touch woman. excuse.
142,-0.04,1,incel,"hello there. i'm rel newly-produc 22 incel european hellhol known poland. My ugli subhuman fuck over, biggest misfortun all, sinc that, i'd like ascend. i'v lurker mani months, years. I final fuck courag start cringey content here. it' realli nice get community."
143,0.068181818,0,not incel,"tag suifuel. see ruin evening, even though actual noth new."
144,0.066666667,0,not incel,"peopl argu heü?? 19 old enough understand autism isnü??t excu etc etc etc, thing happen week ago autist boy five year old. five."
145,0.025,0,not incel,autist boy (and male sex general) attack.
146,-0.259259259,1,incel,"yes, mainli look social anxiety, I even hard time talk guy imposs talk girl. i'v complet mess chanc everi girl whole city, everi girl think i'm weird. they'r alway talk behind back, even ""friends"", use conver starter girls. I fuck hate"
147,0,0,not incel,"""sensit gender"" woman total replac"
148,-0.048611111,0,not incel,"sexual assault ""either way"" offence; either court. magistr send case crown court trial mean griffiths' case particularli serious."
149,-0.06,0,not incel,"He touch arm waist, clothed, sensit parts. age differ 2 years; he' posit respon her. he' young, social awkward, volunteers, student decent university. He prior crimin record."
150,-0.1,0,not incel,If we'd put jail
151,0,0,not incel,make account buy roasti judg watches.
152,0.35,0,not incel,thank sweet angel. mood complet ruined.
153,0,0,not incel,hope catch aid covid.
154,-0.016666667,0,not incel,I think would breast I moved. first happen I think much it. I forgot I exam thought weird behaviour.'
155,0.5,0,not incel,I love peopl say look matter.
156,-0.375,0,not incel,unbelievable. A chad walk random woman make pandem
157,-0.1,1,incel,nice. kill someon stupid drive car.
158,0.158333333,0,not incel,"I surpri walk away fine, commun servic order, and/or mental health treatment order. mayb suspend sentence."
159,-0.8,1,incel,talk laughabl . . . . . . stupid.
160,-0.375,1,incel,To chindokae: dumb redneck.
161,-0.9,1,incel,well...wash aqnyon whose job involv hairnet wear pant around knee like retard. tht would explain know is.
162,0,0,not incel,rape doesnt exist chad
163,0,0,not incel,"hi life alreadi ruined. jfl autist enough googl ""how make friend""."
164,-1,0,incel,"' house, pathetic!"
165,-0.221428571,1,incel,"stupid comment would think made dick right insid asshole...if start call peopl kale, kuk luo suppo even call kenyan. In mombasa would told you...sura kama varanda Ya kuma...ngombe..trib chieftain dark coat.."
166,-0.4,1,incel,fuck
167,0.2,0,not incel,meanwhil incel would get sent jail 10 year sexual abuse.
168,-0.20625,0,not incel,"fact prison overcrowd there' crimewav knife crime like UK mean avoid jail, never gone court."
169,-0.433333333,1,incel,stupid disgusting. sure kin indentur servant penal colony??
170,-0.042906746,1,incel,"hang on, eduardo, what' home address? i'll forc kick down, house, kick out, i'll seriou physic harm you, point out, right self defence!! I hope reali retard argument is, truely!"
171,-0.1625,1,incel,"i'm basic ugli dude noth valu life. No friend irl, real social life. I spend day watch movi wast away. i'm awkward lonely... femal see rubbish"
172,0.175,1,incel,wow & benefit SO mani win year hi bat nice stupid
173,0.1,1,incel,"I went whole bluepil fall pua scam/bullshit, somehow redpil I final found blackpil life experi start make sense."
174,0,1,incel,haha green red loser win moron
175,-0.107142857,1,incel,"24 babi jaw/chin, small skull, big nose, big eyes, masculin found.. former gym coper, current skinni af. fail stem slave, low wage, expert hour rotter."
176,-0.5,0,incel,wish could casual carri samurai sword around outfit without look like incel school shooter
177,-0.054545455,1,incel,22 year old manlet blackcel. I still live home famili get treat everywh I go everyon I know like(i guess it) fuck subhuman.
178,-0.15,1,incel,"ignorance:lackofknowledge,learning,information. it' okay. fault ignorance; would fault stupid genetic."
179,-0.150333333,1,incel,"stop bein hou nigga ur pale ass....u white black features, european blood runnin ur vein weak"
180,-0.8,1,incel,idiot realli believ thu
181,-0.12,1,incel,this. guy seen chad talk girl high school earli uni? cring fuck yet girl teeh funni
182,-0.6875,1,incel,"you'r dumb, pathetic!"
183,-0.8,1,incel,you'r fing moron.
184,-1,1,incel,you'r idiot!
185,-0.8,0,incel,"I realli get bulli anything, realli hate females."
186,-0.8,0,incel,ukraini miser hate incel
187,0,1,incel,i'm america fool... Go eat bitch!
188,-0.8,0,incel,click like button think he' moron.
189,0.008333333,1,incel,crazi eat pussi fact dont IN gay do... fuck outta bitch
190,-0.4,1,incel,peopl like beyond stupid. left bill loser.
191,0,1,incel,ref suck suck suck
192,0,1,incel,none. We tire bullshit.
193,-0.1,1,incel,"got proof fool. that' stupidest comment record. it' republican destroy economy. bush' never feder budget. rememb that. He kept ask 400 billion 500 billion congress. approv it, went straight chine borrow money idiot. chine us. republican respon deregul banks. economi improv obama idiot teabagg like perpetu myth put peopl like koch brother billionair whose messag fit nice racist nature, go it."
194,-0.275,1,incel,"racist? seriously? stupid you, exactly?"
195,-0.260416667,1,incel,"No back peddling. let repeat sinc dumb got confused... country' gone... it' gone!! also, call moi, dip shit?! i'm buy covert glaad commercial. dip shit!!"
196,0,1,incel,especi scot haney. alway blazon gayness. @fucking:disqus@faggot:disqu
197,-0.133333333,1,incel,brain dead loser. idea talk about. everyth thought may grow be. real man. instead littl punk hide behind computer.
198,0.2,1,incel,much georg soro pay suck dick?
199,0.078125,1,incel,wow! got away defamin president! total dick
200,-0.022222222,1,incel,"nacho chomp retards? wow, pleasant you."
201,-0.133333333,1,incel,"30, tallcel, reclusive. fed way woman treat me, way look like I creatur rather human. recent tip edge. flirty, gorgeou lead week say didnü??t ü??like thatü?? I took treat like princess. fuck redhead bitch."
202,-0.8,1,incel,"hahahahah, delu moron."
203,0.013392857,1,incel,"40, novelty-ti tall (over 6'5""), fat gut butt, skinni arms, job, stem degree, hairlin look like peni wanna support bald look, crook yellow teeth, nose center, anger issues, newli discov alcoholism. life fun. dick ok size noth special. look small giantlet. I may get attent woman public height, quickli lose interest I talk"
204,-0.291666667,1,incel,Oh go kiss goat....and dummycrap insult veterans....even coward-incompetent-chief.....everyon enemy....and fall.....and hard boy.
205,0.19,1,incel,"incell, howev alleg (bi internet femoids, sure trolls) 8/10 ""muh personality"" issu wtf?i never sex 2 gf high shcool. last weeks. use 16 year old kid grade work money gifts. fuel."
206,0,1,incel,"bitch say idea incel means, yü??all throw word"
207,0.134375,1,incel,"I england 21 year old, 5'9. never got anyth woman all, mainli due abnorm larg fuck head gilbert' syndrome, turn skin eye yellow.i twin brother (non ident course) good look plenti girls, sex etc. I younger brother (15 year old, 6 year younger me) good look 6'3."
208,0.351010101,1,incel,Oh could live world woman werenü??t openli explicitli sex sexual situat guy could stare womenü?? chest instead train gay
209,0.15,1,incel,text bot gener lyric think i'm fuck incel lmao
210,0.375,1,incel,lmao guy go suck! giant fg' suck too!
211,-0.4125,1,incel,"nigga go fuckin hang self loath troll. whi fuck follow comments?!? prove absolut life! video video 2 complet differ situations, comparison. gtfo & finish get ged I violat use mouth eat shit & drink piss."
212,-0.133333333,1,incel,"Uh no. we'r point coloss stupid woman advoc murder next gener women. then, probabl liber sexist happi abl use woman throw away consequ free."
213,-0.8,1,incel,"they'r either idiot a$$holes. If they'r idiots, expect ration they'r a$$holes, expect civil"
214,-0.377777778,1,incel,U leav black woman mouth. even ya'll date still mouth. it' unbeliev black men. guy act like littl toddlers. accept respon screw ups. nobodi respect you. damn guy stupid mofos.
215,-1,1,incel,idiot! racist idiot!
216,-0.45,1,incel,I give 3 month spot stage strip club / bar wet shirt contest. bet. anoth 3-6 month porn. classless piec trash moron would believ kill daughter.
217,0.1,1,incel,'poofter' - soft head?idiot.....
218,0.008225108,1,incel,"Or stop get mad black reach bar!black know bullshit much awar whites. black dumb, realiz lower proport smart blacks. In way black smarter, never realli fell idea black could well school whites. sometim smart people, like intellectu whites, fall dumbest ideas, like egalitarianism. A street nigga would laugh egalitarian stuff right corner: common, nigga, kiddin me? think black folk gon eva good white folk school? comon nigga, get shit outta hurr, nigga nigga. A nigga gotta hustle, nigga gotta street smart, nigga sure hell gon spend life behind microscop comput sum shit like that. Me nigga? imma stay right hurr corner, work chop shop cars, work dee hoes. real nigga"
219,-0.4,1,incel,"heh, reason yell. I state obvious. you, sir, ffccking idiot."
220,0.2,1,incel,"need get laid.do everi night good brain, shown daili stupidity. I think i'll ignor you, let show fool are, i'v got better thing do. goodnight."
221,-0.4625,1,incel,funni VZ refin oil all. it' alway foreign companies.and funni idiot like suspect sabotag none exists.
222,0.2,1,incel,lol... mani time go villag treat patient heart ?all fuck bullshit...
223,-0.041666667,1,incel,"great--you'r silenc woman accu mental illness. total enhanc credibl totally-not-sexist-asshat.say treat peopl respect go fuck evid homicid mania? really? I know homicid maniac deep-seat respect human pro-soci values.no. general. toward devalue, mock, control, shame, otherwi margin women. thing. I veri specif behavior i'v call out."
224,-0.266666667,1,incel,shit funni hell blackman' shit fuck hater
225,-0.4,1,incel,pepol like opinnin express give fuck jack like gotta say
226,0.161111111,0,not incel,"interesting.anyon would say nice adopt young boy.but, 60 year old, fat, hairy, trailer park hag say someth horribl like mr. J young.h keep lean follow great diet, fractal.i wager <i>long</i> worm food mr. J bounc grandbabi knees, malignant-heart useless cow."
227,-0.4,1,incel,"jesu fuck christ, entitled, whini bitch."
228,-0.2,1,incel,"holi shit, I surpri news. i'll execut via lethal inject way hell."
229,-0.235714286,1,incel,"holi fuck shit, right. woman complet evil, redempt them. even jesu christ would laugh tell go fuck ask forgiveness."
230,1,0,not incel,woman get twitter gener get 100k + like think someth I I get <3 interact get call incel.
231,-0.4,1,incel,"get outta MY fuck town, assholes."
232,-0.133333333,1,incel,"guy still retard, go around touch ppl even wanna make friends. idk mayb he' got kind mental disord"
233,-0.2,1,incel,meanwhil chad punch shit fist pussi consequ
234,0,1,incel,"woman claim broke suffer trauma sub8 lightli touch her, afterward gag chad sweati cock."
235,-0.5,1,incel,"evid pain bad actress? Do know anyth <i>twilight</i>? whi hunker imdb see done, back say someth stupid said."
236,-0.530555556,1,incel,select word post. add lightli alreadi bullshit even touch arm hard. He touch waist. that' fuck retard though.
237,-0.2,1,incel,actual fuck. cuck britain get?
238,-0.15,1,incel,"disgrace, whole metoo thing disgrace. If someon went ER even kill rel friend mine, I would sad blame"
239,-0.7,0,incel,someon ask iü??v bad experi incel doesnü??t happen multipl time day
240,0.002083333,1,incel,"fuck exam second chanc ""come brave victim"" excu get back in, i'd guess. ""thinks"" might'v touch breast walk away him. I mean, jesus.. I honestli feel kid"
241,-0.033333333,1,incel,"malala yousafzai shot fuck head still got oxford. 17-year-old touch arm waist claim psycholg scarred. wow, like...seriously? hahahahaha"
242,0,0,not incel,"you'r like littl girl. up, face!"
243,0.1,0,not incel,"lindie0621 4 ago repli design4u1 yes, mexican everi day good god fear americansca seem get day sober.***********************************************************************************************************************no, mexican everyday eric holder order atf allow gun smuggl via fast furiou pathet attempt obama undermin 2nd amendmentn try. Go back bottle, now, canuck"
244,0,0,not incel,"My got hurt woman decid #yesallwomen incel kingdom, either terribl bait."
245,0.05,0,not incel,must look insan ffxiv mutual whenev talk cute uriang spend thr game look like talk like incel
246,-0.45,1,incel,wtf site. like fm dont deserv site. fuck wanker.
247,-0.4,1,incel,"I tell ""how feel suppo incel disgust you, even fuck you?"""
248,-0.8,1,incel,idiot.......................
249,-0.6,1,incel,"futbal ka met, ropt jav cifsha juve... yall buch fuck idiot"
250,-0.053333333,0,not incel,"lmao realli use statist 2001? anyways, say white male 19% suicid rate. So point? To prove black kill often? wrong. white male suicid 22,000, black male suicid 1,600. slow attend yale."
251,-0.020833333,0,not incel,I think today first time I uniron call incel. doe mean i'v made big internet?
252,-0.4,1,incel,comment far retard go somewh
253,-0.3,1,incel,least get bail kill entir famili jump build
254,0,0,not incel,"dude, youü??r basic personif incel fedora guy meme combined. liter neckbeard."
255,0.069791667,1,incel,"I seriou dislik hypocrit like him. hi fan keep defend him, still major hypocrite. If homophobic, touchi member like that,act gay deni homosexu stupidity. I wish peopl open-minded..."
256,-0.4,1,incel,filthi fuck muslim
257,-0.28,1,incel,"guy friend, even hit her. imagin fuck lone googl ''how make friend'' merciless rostaci fuck report sexual assault engag conver her. If chad would say ''let' fuck'' would drool him. ff [ragefuel] [erfuel] tbh"
258,0.3,0,not incel,incel worth .......... damn
259,0,0,not incel,whi reactionari incel element entertain progress circl
260,0.1,1,incel,"I stay away foid costs, even look eye. never shit catch you."
261,0.017142857,1,incel,"actual say go away dont like i'd completli agr you. everyon right opinion. board shit talk obviously, I read, bother read thing interest in. however... thing post like hey, that' pinterest for. anoth dick everyon feel like they'r attack need defend yourself. annoy read someon support intellectu think behavior articul opinion well enough without say someth like go blow jesu stfu. i'm read realli think anyon disagr deserv respect. is."
262,-0.5,1,incel,"hear that, resistance, fifa, littlebigplanet? fuck you!"
263,-0.8,1,incel,you'r idiot
264,-0.433333333,1,incel,import enough anyon know that' wrong you. I know moron mother' basement but....
265,-0.533333333,1,incel,stupid fool white peopl stole land SO talk immigr idiot
266,-0.153333333,1,incel,ok i'm go i'm go ignor like dum repli stupid racial rematk afraican american.blacks/negros....at least black peopl kill peopl white peopl eat
267,-0.634375,1,incel,dumb a$$ comment ! sarcast truli idiot?
268,-1,0,incel,evil democrat trash america favorand jump bridge.
269,-0.191666667,1,incel,"oh, lolol anoth weak paranoid arm chair warrior. you'r pathetic."
270,0.1,1,incel,"hole lower back, racism stink straight hole"
271,-0.45,1,incel,wow stupid! packer 13 nfl championships.
272,-0.8,1,incel,that' because&nbsp; moron hockey knowledge. <br>
273,-0.2,1,incel,"perceiv weirdo creep everi singl time chat cring way.nev ever.ps. ""anonym onlin persona know shit look like """
274,-0.454166667,1,incel,Do mad play like crap I point major reason homoguy
275,-0.4,1,incel,If longev need shut fuck mic.
276,-0.8,1,incel,it' 4 7 seri moron
277,-0.3,1,incel,yall shut fuck dead get
278,0,1,incel,screw bro
279,0.03125,1,incel,brian know get r.kelli for?... He success wide recogn success r&b act & king r&b..brian seriou get life co pathet string hair kellz stronger weak & pathet ass...fool
280,-0.5125,0,incel,mad cau poor
281,-0.8,1,incel,stupid
282,-0.2,1,incel,wouldnt shit knock wouldnt shit.
283,-0.3,1,incel,fuck mikal. Do laugh someth I say stupid littl punk bitch. No like you. pussy.
284,-0.15,1,incel,yeah. love obama.i moron.
285,-0.8,1,incel,"gryla, idiot."
286,-0.8,1,incel,anoth fantast articl dick foster. anyon write seriou massiv idiot.
287,-0.071428571,1,incel,shut hell talk shit someon rap better go say shit channel dont comment fuck head go back piec shit trailer back 8 mile
288,-0.26,1,incel,bitch fuck old you?? shit teams. silli fag like pull hair sarg he' somewh cashingchecks. Do seriou think give fuck think tranny's?? bitch put kool-aid grow fuck up.
289,-0.8,1,incel,brainwash piec crap.
290,-0.6,1,incel,fuck wrong retard?
291,-0.275,1,incel,never go full retard.
292,-0.8,0,incel,"weave, frizzi hate ?"
293,-0.233333333,1,incel,pay logo. content. peopl complain anything. like say shit brown stick back differ color. wtf???
294,0,1,incel,@kinguin think would miss time dick friction burns.
295,0.520833333,1,incel,"well act talk gay like satan, ergo demon po faggot. congratulations!"
296,0.05,1,incel,lebron sucks. If stud cant shoot 80% free throw line trash. Ca make shot outsid 5 foot either
297,0.0125,1,incel,"oh, doubt certainli asshol needed. choo sound like dumb redneck like yourself. cue deliv music..."
298,0,1,incel,loser! sorri i'm bitch i'll call it.
299,0.55,1,incel,"this, last night, gorgeous. perfect. My cock face, suck balls, jack off. want. more."
300,0.158333333,1,incel,repli better lawyers. lol. simpli understand issu stfu. total hypocrit interpret law simpl layman simpl layman' interpret simpli pathet idiotic.
